max_net_adj,impact_col,min_starts,min_absences,conf_floor,swing_threshold,matches,base_correct,adj_correct,base_acc,adj_acc,delta,swings,swing_correct,swing_wrong,swing_acc,matches_with_adj,direction_correct,direction_rate
0.15,elo_adj_impact,5,2,0.3,0.3,1137,792,780,0.6965699208443272,0.6860158311345647,-12,144,66,78,0.4583333333333333,936,433,0.46260683760683763
0.03,elo_adj_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,950,437,0.46
0.03,elo_adj_impact,5,2,0.5,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,950,437,0.46
0.03,elo_adj_impact,5,2,0.5,0.1,1137,792,791,0.6965699208443272,0.6956904133685137,-1,21,10,11,0.47619047619047616,950,437,0.46
0.03,elo_adj_impact,5,2,0.5,0.15,1137,792,791,0.6965699208443272,0.6956904133685137,-1,21,10,11,0.47619047619047616,950,437,0.46
0.03,elo_adj_impact,5,2,0.5,0.2,1137,792,791,0.6965699208443272,0.6956904133685137,-1,21,10,11,0.47619047619047616,950,437,0.46
0.03,elo_adj_impact,5,2,0.5,0.3,1137,792,791,0.6965699208443272,0.6956904133685137,-1,21,10,11,0.47619047619047616,950,437,0.46
0.05,elo_adj_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,950,437,0.46
0.05,elo_adj_impact,5,2,0.5,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,950,437,0.46
0.05,elo_adj_impact,5,2,0.5,0.1,1137,792,792,0.6965699208443272,0.6965699208443272,0,36,18,18,0.5,950,437,0.46
0.05,elo_adj_impact,5,2,0.5,0.15,1137,792,792,0.6965699208443272,0.6965699208443272,0,36,18,18,0.5,950,437,0.46
0.05,elo_adj_impact,5,2,0.5,0.2,1137,792,792,0.6965699208443272,0.6965699208443272,0,36,18,18,0.5,950,437,0.46
0.05,elo_adj_impact,5,2,0.5,0.3,1137,792,792,0.6965699208443272,0.6965699208443272,0,36,18,18,0.5,950,437,0.46
0.075,elo_adj_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,950,437,0.46
0.075,elo_adj_impact,5,2,0.5,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,950,437,0.46
0.075,elo_adj_impact,5,2,0.5,0.1,1137,792,792,0.6965699208443272,0.6965699208443272,0,36,18,18,0.5,950,437,0.46
0.075,elo_adj_impact,5,2,0.5,0.15,1137,792,796,0.6965699208443272,0.7000879507475813,4,66,35,31,0.5303030303030303,950,437,0.46
0.075,elo_adj_impact,5,2,0.5,0.2,1137,792,796,0.6965699208443272,0.7000879507475813,4,66,35,31,0.5303030303030303,950,437,0.46
0.075,elo_adj_impact,5,2,0.5,0.3,1137,792,796,0.6965699208443272,0.7000879507475813,4,66,35,31,0.5303030303030303,950,437,0.46
0.1,elo_adj_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,950,437,0.46
0.1,elo_adj_impact,5,2,0.5,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,950,437,0.46
0.1,elo_adj_impact,5,2,0.5,0.1,1137,792,792,0.6965699208443272,0.6965699208443272,0,36,18,18,0.5,950,437,0.46
0.1,elo_adj_impact,5,2,0.5,0.15,1137,792,796,0.6965699208443272,0.7000879507475813,4,66,35,31,0.5303030303030303,950,437,0.46
0.1,elo_adj_impact,5,2,0.5,0.2,1137,792,788,0.6965699208443272,0.693051890941073,-4,88,42,46,0.4772727272727273,950,437,0.46
0.1,elo_adj_impact,5,2,0.5,0.3,1137,792,788,0.6965699208443272,0.693051890941073,-4,88,42,46,0.4772727272727273,950,437,0.46
0.125,elo_adj_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,950,437,0.46
0.125,elo_adj_impact,5,2,0.5,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,950,437,0.46
0.125,elo_adj_impact,5,2,0.5,0.1,1137,792,792,0.6965699208443272,0.6965699208443272,0,36,18,18,0.5,950,437,0.46
0.125,elo_adj_impact,5,2,0.5,0.15,1137,792,796,0.6965699208443272,0.7000879507475813,4,66,35,31,0.5303030303030303,950,437,0.46
0.125,elo_adj_impact,5,2,0.5,0.2,1137,792,788,0.6965699208443272,0.693051890941073,-4,88,42,46,0.4772727272727273,950,437,0.46
0.125,elo_adj_impact,5,2,0.5,0.3,1137,792,784,0.6965699208443272,0.6895338610378188,-8,116,54,62,0.46551724137931033,950,437,0.46
0.15,elo_adj_impact,5,2,0.5,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,950,437,0.46
0.15,elo_adj_impact,5,2,0.5,0.05,1137,792,788,0.6965699208443272,0.693051890941073,-4,16,6,10,0.375,950,437,0.46
0.15,elo_adj_impact,5,2,0.5,0.1,1137,792,792,0.6965699208443272,0.6965699208443272,0,36,18,18,0.5,950,437,0.46
0.15,elo_adj_impact,5,2,0.5,0.15,1137,792,796,0.6965699208443272,0.7000879507475813,4,66,35,31,0.5303030303030303,950,437,0.46
0.15,elo_adj_impact,5,2,0.5,0.2,1137,792,788,0.6965699208443272,0.693051890941073,-4,88,42,46,0.4772727272727273,950,437,0.46
0.15,elo_adj_impact,5,2,0.5,0.3,1137,792,776,0.6965699208443272,0.6824978012313104,-16,142,63,79,0.44366197183098594,950,437,0.46
0.03,weighted_impact,10,3,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,964,447,0.4636929460580913
0.03,weighted_impact,10,3,0.0,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,964,447,0.4636929460580913
0.03,weighted_impact,10,3,0.0,0.1,1137,792,787,0.6965699208443272,0.6921723834652594,-5,21,8,13,0.38095238095238093,964,447,0.4636929460580913
0.03,weighted_impact,10,3,0.0,0.15,1137,792,787,0.6965699208443272,0.6921723834652594,-5,21,8,13,0.38095238095238093,964,447,0.4636929460580913
0.03,weighted_impact,10,3,0.0,0.2,1137,792,787,0.6965699208443272,0.6921723834652594,-5,21,8,13,0.38095238095238093,964,447,0.4636929460580913
0.03,weighted_impact,10,3,0.0,0.3,1137,792,787,0.6965699208443272,0.6921723834652594,-5,21,8,13,0.38095238095238093,964,447,0.4636929460580913
0.05,weighted_impact,10,3,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,964,447,0.4636929460580913
0.05,weighted_impact,10,3,0.0,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,964,447,0.4636929460580913
0.05,weighted_impact,10,3,0.0,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,964,447,0.4636929460580913
0.05,weighted_impact,10,3,0.0,0.15,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,964,447,0.4636929460580913
0.05,weighted_impact,10,3,0.0,0.2,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,964,447,0.4636929460580913
0.05,weighted_impact,10,3,0.0,0.3,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,964,447,0.4636929460580913
0.075,weighted_impact,10,3,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,964,447,0.4636929460580913
0.075,weighted_impact,10,3,0.0,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,964,447,0.4636929460580913
0.075,weighted_impact,10,3,0.0,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,964,447,0.4636929460580913
0.075,weighted_impact,10,3,0.0,0.15,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,964,447,0.4636929460580913
0.075,weighted_impact,10,3,0.0,0.2,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,964,447,0.4636929460580913
0.075,weighted_impact,10,3,0.0,0.3,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,964,447,0.4636929460580913
0.1,weighted_impact,10,3,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,964,447,0.4636929460580913
0.1,weighted_impact,10,3,0.0,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,964,447,0.4636929460580913
0.1,weighted_impact,10,3,0.0,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,964,447,0.4636929460580913
0.1,weighted_impact,10,3,0.0,0.15,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,964,447,0.4636929460580913
0.1,weighted_impact,10,3,0.0,0.2,1137,792,780,0.6965699208443272,0.6860158311345647,-12,82,35,47,0.4268292682926829,964,447,0.4636929460580913
0.1,weighted_impact,10,3,0.0,0.3,1137,792,780,0.6965699208443272,0.6860158311345647,-12,82,35,47,0.4268292682926829,964,447,0.4636929460580913
0.125,weighted_impact,10,3,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,964,447,0.4636929460580913
0.125,weighted_impact,10,3,0.0,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,964,447,0.4636929460580913
0.125,weighted_impact,10,3,0.0,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,964,447,0.4636929460580913
0.125,weighted_impact,10,3,0.0,0.15,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,964,447,0.4636929460580913
0.125,weighted_impact,10,3,0.0,0.2,1137,792,780,0.6965699208443272,0.6860158311345647,-12,82,35,47,0.4268292682926829,964,447,0.4636929460580913
0.125,weighted_impact,10,3,0.0,0.3,1137,792,778,0.6965699208443272,0.6842568161829375,-14,110,48,62,0.43636363636363634,964,447,0.4636929460580913
0.15,weighted_impact,10,3,0.0,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,964,447,0.4636929460580913
0.15,weighted_impact,10,3,0.0,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,964,447,0.4636929460580913
0.15,weighted_impact,10,3,0.0,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,964,447,0.4636929460580913
0.15,weighted_impact,10,3,0.0,0.15,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,964,447,0.4636929460580913
0.15,weighted_impact,10,3,0.0,0.2,1137,792,780,0.6965699208443272,0.6860158311345647,-12,82,35,47,0.4268292682926829,964,447,0.4636929460580913
0.15,weighted_impact,10,3,0.0,0.3,1137,792,771,0.6965699208443272,0.6781002638522428,-21,135,57,78,0.4222222222222222,964,447,0.4636929460580913
0.03,weighted_impact,10,3,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,961,447,0.46514047866805414
0.03,weighted_impact,10,3,0.3,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,961,447,0.46514047866805414
0.03,weighted_impact,10,3,0.3,0.1,1137,792,787,0.6965699208443272,0.6921723834652594,-5,21,8,13,0.38095238095238093,961,447,0.46514047866805414
0.03,weighted_impact,10,3,0.3,0.15,1137,792,787,0.6965699208443272,0.6921723834652594,-5,21,8,13,0.38095238095238093,961,447,0.46514047866805414
0.03,weighted_impact,10,3,0.3,0.2,1137,792,787,0.6965699208443272,0.6921723834652594,-5,21,8,13,0.38095238095238093,961,447,0.46514047866805414
0.03,weighted_impact,10,3,0.3,0.3,1137,792,787,0.6965699208443272,0.6921723834652594,-5,21,8,13,0.38095238095238093,961,447,0.46514047866805414
0.05,weighted_impact,10,3,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,961,447,0.46514047866805414
0.05,weighted_impact,10,3,0.3,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,961,447,0.46514047866805414
0.05,weighted_impact,10,3,0.3,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,961,447,0.46514047866805414
0.05,weighted_impact,10,3,0.3,0.15,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,961,447,0.46514047866805414
0.05,weighted_impact,10,3,0.3,0.2,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,961,447,0.46514047866805414
0.05,weighted_impact,10,3,0.3,0.3,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,961,447,0.46514047866805414
0.075,weighted_impact,10,3,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,961,447,0.46514047866805414
0.075,weighted_impact,10,3,0.3,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,961,447,0.46514047866805414
0.075,weighted_impact,10,3,0.3,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,961,447,0.46514047866805414
0.075,weighted_impact,10,3,0.3,0.15,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,961,447,0.46514047866805414
0.075,weighted_impact,10,3,0.3,0.2,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,961,447,0.46514047866805414
0.075,weighted_impact,10,3,0.3,0.3,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,961,447,0.46514047866805414
0.1,weighted_impact,10,3,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,961,447,0.46514047866805414
0.1,weighted_impact,10,3,0.3,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,961,447,0.46514047866805414
0.1,weighted_impact,10,3,0.3,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,961,447,0.46514047866805414
0.1,weighted_impact,10,3,0.3,0.15,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,961,447,0.46514047866805414
0.1,weighted_impact,10,3,0.3,0.2,1137,792,779,0.6965699208443272,0.6851363236587511,-13,83,35,48,0.42168674698795183,961,447,0.46514047866805414
0.1,weighted_impact,10,3,0.3,0.3,1137,792,779,0.6965699208443272,0.6851363236587511,-13,83,35,48,0.42168674698795183,961,447,0.46514047866805414
0.125,weighted_impact,10,3,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,961,447,0.46514047866805414
0.125,weighted_impact,10,3,0.3,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,961,447,0.46514047866805414
0.125,weighted_impact,10,3,0.3,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,961,447,0.46514047866805414
0.125,weighted_impact,10,3,0.3,0.15,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,961,447,0.46514047866805414
0.125,weighted_impact,10,3,0.3,0.2,1137,792,779,0.6965699208443272,0.6851363236587511,-13,83,35,48,0.42168674698795183,961,447,0.46514047866805414
0.125,weighted_impact,10,3,0.3,0.3,1137,792,777,0.6965699208443272,0.683377308707124,-15,111,48,63,0.43243243243243246,961,447,0.46514047866805414
0.15,weighted_impact,10,3,0.3,0.0,1137,792,793,0.6965699208443272,0.6974494283201407,1,1,1,0,1.0,961,447,0.46514047866805414
0.15,weighted_impact,10,3,0.3,0.05,1137,792,787,0.6965699208443272,0.6921723834652594,-5,15,5,10,0.3333333333333333,961,447,0.46514047866805414
0.15,weighted_impact,10,3,0.3,0.1,1137,792,788,0.6965699208443272,0.693051890941073,-4,34,15,19,0.4411764705882353,961,447,0.46514047866805414
0.15,weighted_impact,10,3,0.3,0.15,1137,792,786,0.6965699208443272,0.6912928759894459,-6,60,27,33,0.45,961,447,0.46514047866805414
0.15,weighted_impact,10,3,0.3,0.2,1137,792,779,0.6965699208443272,0.6851363236587511,-13,83,35,48,0.42168674698795183,961,447,0.46514047866805414
0.15,weighted_impact,10,3,0.3,0.3,1137,792,770,0.6965699208443272,0.6772207563764292,-22,136,57,79,0.41911764705882354,961,447,0.46514047866805414
